##
## assembly : /home/cs02gl/blobtools/hypho_ge_1k/hypho_platanus_gapcloser_sorted_ge_1k.fasta
## bam0 : /home/cs02gl/blobtools/hypho/hiseq_ge_1k.bam
## tax0 : /home/cs02gl/blobtools/hypho_ge_1k/hypho_ge_1k_vs_nt_trans_mito_1e-10.megablast
## nodesDB : ../data/nodesDB.txt
## taxrule : bestsum
##
# name	length	GC	N	bam0	species.t	species.s	species.c	species.hits
scaffold9069_cov720	71682	0.4914	66	706.803521559	Hyphochytrium catenoides	21340.9	0	tax0=Hyphochytrium catenoides:21340.9;
scaffold4498_cov593	70678	0.4949	170	588.639516083	Hyphochytrium catenoides	16869.0	0	tax0=Hyphochytrium catenoides:16869.0;
scaffold78_cov606	70352	0.4903	51	605.657074579	Hyphochytrium catenoides	12895.7	0	tax0=Hyphochytrium catenoides:12895.7;
scaffold3132_cov587	70337	0.4963	127	597.924369748	Hyphochytrium catenoides	21720.0	21	tax0=Hyphochytrium catenoides:21720.0|Neospora caninum:949.0|Oryza sativa:918.0|Eremothecium gossypii:866.0|Vitis vinifera:805.0|Arabidopsis thaliana:788.0|Solanum lycopersicum:772.0|Medicago truncatula:638.0|Saccharomycetaceae sp. 'Ashbya aceri':440.0|Kazachstania naganishii:422.0|Moelleriella sp. MDYS2010-27:335.0|Bombardia bombarda:327.0|Bolbitius elegans:316.0|Capsella rubella:254.0|Brassica rapa:135.0|Oryza minuta:132.0|Oryza glaberrima:132.0|Populus trichocarpa:128.0|Zea mays:126.0|Oryza brachyantha:124.0|Theobroma cacao:122.0|Lotus japonicus:121.0;
scaffold1398_cov598	70292	0.5003	0	605.199211859	Hyphochytrium catenoides	6232.0	0	tax0=Hyphochytrium catenoides:6232.0;
scaffold4079_cov579	70016	0.5088	88	613.487601533	Hyphochytrium catenoides	13317.0	0	tax0=Hyphochytrium catenoides:13317.0;
scaffold42067_cov604	69970	0.507	68	638.784970387	Hyphochytrium catenoides	9794.6	4	tax0=Hyphochytrium catenoides:9794.6|Albugo laibachii:198.0|Leptonychotes weddellii:150.0|Odobenus rosmarus:145.0|Dasypus novemcinctus:137.0;
scaffold3439_cov525	69911	0.5072	951	562.498013341	Hyphochytrium catenoides	19218.0	0	tax0=Hyphochytrium catenoides:19218.0;
scaffold949_cov591	69423	0.4936	38	577.648194855	Hyphochytrium catenoides	4614.9	0	tax0=Hyphochytrium catenoides:4614.9;
scaffold342_cov574	69266	0.5011	268	583.000681179	Hyphochytrium catenoides	13959.0	0	tax0=Hyphochytrium catenoides:13959.0;
scaffold6990_cov619	69057	0.4912	199	598.961093845	Hyphochytrium catenoides	11519.0	0	tax0=Hyphochytrium catenoides:11519.0;
scaffold477_cov603	68736	0.4918	127	616.597516361	Hyphochytrium catenoides	6618.0	0	tax0=Hyphochytrium catenoides:6618.0;
scaffold1706_cov323	68092	0.484	316	378.520257908	Hyphochytrium catenoides	3719.0	0	tax0=Hyphochytrium catenoides:3719.0;
scaffold269_cov612	67799	0.4946	228	603.131284131	Hyphochytrium catenoides	3432.0	0	tax0=Hyphochytrium catenoides:3432.0;
scaffold1509_cov546	67575	0.5003	29	594.862982264	Hyphochytrium catenoides	14183.0	0	tax0=Hyphochytrium catenoides:14183.0;
scaffold1449_cov650	67507	0.4982	283	656.065899084	Hyphochytrium catenoides	4757.0	0	tax0=Hyphochytrium catenoides:4757.0;
scaffold2920_cov586	67426	0.4993	256	626.770730981	Hyphochytrium catenoides	16241.5	6	tax0=Hyphochytrium catenoides:16241.5|Gasterosteus aculeatus:182.0|Sphingomonas sanxanigenens:135.0|Chondrus crispus:113.0|Paracoccidioides brasiliensis:106.0|Paracoccidioides sp. 'lutzii':106.0|Trichophyton rubrum:87.9;
scaffold1363_cov640	67387	0.5193	114	633.439477948	Hyphochytrium catenoides	2978.0	0	tax0=Hyphochytrium catenoides:2978.0;
scaffold1093_cov657	66607	0.4951	49	658.269118663	Hyphochytrium catenoides	22903.1	0	tax0=Hyphochytrium catenoides:22903.1;
scaffold42194_cov374	66509	0.4955	0	489.429550888	Hyphochytrium catenoides	19717.0	0	tax0=Hyphochytrium catenoides:19717.0;
scaffold3091_cov575	66175	0.5029	265	760.022834168	Hyphochytrium catenoides	4382.0	0	tax0=Hyphochytrium catenoides:4382.0;
scaffold19_cov556	65526	0.4974	77	602.503552384	Hyphochytrium catenoides	23977.0	0	tax0=Hyphochytrium catenoides:23977.0;
scaffold4140_cov587	65312	0.4941	362	612.793841416	Hyphochytrium catenoides	15228.8	0	tax0=Hyphochytrium catenoides:15228.8;
scaffold606_cov511	64241	0.4951	212	567.814802668	Hyphochytrium catenoides	2216.0	0	tax0=Hyphochytrium catenoides:2216.0;
scaffold1346_cov589	64042	0.4911	210	587.399439153	Hyphochytrium catenoides	8472.3	0	tax0=Hyphochytrium catenoides:8472.3;
scaffold16776_cov502	63759	0.4992	55	488.159691699	Hyphochytrium catenoides	9674.0	0	tax0=Hyphochytrium catenoides:9674.0;
scaffold2364_cov600	63745	0.4965	6	610.223897457	Hyphochytrium catenoides	5863.0	2	tax0=Hyphochytrium catenoides:5863.0|Hordeum vulgare:167.0|Xenopus (Silurana) tropicalis:148.0;
scaffold240_cov570	63646	0.5029	265	598.872879885	Hyphochytrium catenoides	6747.0	0	tax0=Hyphochytrium catenoides:6747.0;
scaffold151_cov598	63593	0.5107	219	650.374743586	Hyphochytrium catenoides	23063.0	1	tax0=Hyphochytrium catenoides:23063.0|Musca domestica:416.0;
scaffold4325_cov550	63542	0.4944	237	574.079551378	Hyphochytrium catenoides	25012.5	0	tax0=Hyphochytrium catenoides:25012.5;
scaffold1215_cov436	63454	0.5061	37	522.173896589	Hyphochytrium catenoides	5527.0	0	tax0=Hyphochytrium catenoides:5527.0;
scaffold11899_cov635	63209	0.4918	68	639.149094883	Hyphochytrium catenoides	6078.3	1	tax0=Hyphochytrium catenoides:6078.3|Millerozyma farinosa:263.7;
scaffold405_cov352	62643	0.4854	743	367.332455574	Hyphochytrium catenoides	5804.0	3	tax0=Hyphochytrium catenoides:5804.0|Micromonas sp. RCC299:256.0|Amborella trichopoda:148.0|Chlorella variabilis:117.0;
scaffold2395_cov544	62270	0.4892	0	603.217472298	Hyphochytrium catenoides	22280.0	0	tax0=Hyphochytrium catenoides:22280.0;
scaffold2785_cov555	62217	0.5016	438	600.865666327	Hyphochytrium catenoides	9250.0	0	tax0=Hyphochytrium catenoides:9250.0;
scaffold4168_cov509	62203	0.5013	285	556.825834168	Hyphochytrium catenoides	14906.0	0	tax0=Hyphochytrium catenoides:14906.0;
scaffold1559_cov315	62061	0.494	26	387.89281857	Hyphochytrium catenoides	4147.0	0	tax0=Hyphochytrium catenoides:4147.0;
scaffold563_cov541	61864	0.4961	331	578.216127931	Hyphochytrium catenoides	6010.0	0	tax0=Hyphochytrium catenoides:6010.0;
scaffold337_cov552	61651	0.4914	105	543.389578527	Hyphochytrium catenoides	5012.1	0	tax0=Hyphochytrium catenoides:5012.1;
scaffold104_cov592	61530	0.5144	192	605.5089178	Hyphochytrium catenoides	7139.9	0	tax0=Hyphochytrium catenoides:7139.9;
scaffold627_cov600	61472	0.4898	338	628.295465698	Hyphochytrium catenoides	14435.0	4	tax0=Hyphochytrium catenoides:14435.0|Oryza sativa:476.0|Schizosaccharomyces pombe:179.6|Aspergillus oryzae:132.0|Cryptococcus neoformans:111.0;
scaffold1214_cov615	61288	0.4877	66	666.192381824	Hyphochytrium catenoides	9262.0	0	tax0=Hyphochytrium catenoides:9262.0;
scaffold4438_cov523	61147	0.5036	465	589.478181339	Hyphochytrium catenoides	16856.8	0	tax0=Hyphochytrium catenoides:16856.8;
scaffold1643_cov578	61013	0.492	43	598.626718058	Hyphochytrium catenoides	8686.5	0	tax0=Hyphochytrium catenoides:8686.5;
scaffold1246_cov576	60919	0.496	167	582.974865025	Hyphochytrium catenoides	14064.3	0	tax0=Hyphochytrium catenoides:14064.3;
scaffold11558_cov387	60686	0.4797	142	367.925822542	Hyphochytrium catenoides	17725.0	0	tax0=Hyphochytrium catenoides:17725.0;
scaffold3445_cov581	60599	0.5006	245	616.748616496	Hyphochytrium catenoides	11020.0	4	tax0=Hyphochytrium catenoides:11020.0|Myotis lucifugus:200.0|Hordeum vulgare:200.0|Capsaspora owczarzaki:95.3|Ochotona princeps:89.8;
scaffold1375_cov527	60360	0.4973	368	547.039838645	Strongylocentrotus purpuratus	243.0	0	tax0=Strongylocentrotus purpuratus:243.0;
scaffold1877_cov581	60172	0.4965	123	585.168512382	Hyphochytrium catenoides	9362.0	2	tax0=Hyphochytrium catenoides:9362.0|Albugo laibachii:100.0|Elephantulus edwardii:93.5;
scaffold1304_cov571	60021	0.5019	44	607.125898261	Hyphochytrium catenoides	5384.0	0	tax0=Hyphochytrium catenoides:5384.0;
scaffold1747_cov580	59692	0.5025	397	639.557669281	Hyphochytrium catenoides	8473.8	0	tax0=Hyphochytrium catenoides:8473.8;
scaffold41865_cov535	59653	0.4905	148	577.541433493	Hyphochytrium catenoides	9080.0	0	tax0=Hyphochytrium catenoides:9080.0;
scaffold156_cov568	58923	0.4949	186	597.473313244	Hyphochytrium catenoides	8386.0	0	tax0=Hyphochytrium catenoides:8386.0;
scaffold102_cov368	58450	0.4958	347	441.508941019	Hyphochytrium catenoides	18563.0	0	tax0=Hyphochytrium catenoides:18563.0;
scaffold3119_cov622	58237	0.5036	99	652.202776153	Hyphochytrium catenoides	4340.0	0	tax0=Hyphochytrium catenoides:4340.0;
scaffold4713_cov625	57983	0.4948	445	629.729987139	Hyphochytrium catenoides	8848.0	0	tax0=Hyphochytrium catenoides:8848.0;
scaffold543_cov539	57970	0.4889	84	563.501727533	Hyphochytrium catenoides	27824.0	11	tax0=Hyphochytrium catenoides:27824.0|Phytophthora plurivora:2314.0|Phytophthora citricola:1290.0|Monosiga brevicollis:586.0|Neurospora crassa:549.0|Vitis vinifera:457.0|Fusarium fujikuroi:442.0|Botrytis cinerea:309.0|Anopheles albimanus:204.0|Zygosaccharomyces bailii:122.0|Solanum lycopersicum:110.0|Capsella rubella:110.0;
scaffold3201_cov581	57582	0.4891	106	601.221779525	Hyphochytrium catenoides	8876.0	0	tax0=Hyphochytrium catenoides:8876.0;
scaffold8321_cov612	57223	0.4959	125	615.177484325	Hyphochytrium catenoides	10082.0	0	tax0=Hyphochytrium catenoides:10082.0;
scaffold6063_cov564	57163	0.4981	35	608.885660272	Hyphochytrium catenoides	8728.0	0	tax0=Hyphochytrium catenoides:8728.0;
scaffold1065_cov546	57158	0.4993	249	583.60631886	Hyphochytrium catenoides	18252.0	0	tax0=Hyphochytrium catenoides:18252.0;
scaffold1224_cov574	57116	0.4991	414	664.597104159	Hyphochytrium catenoides	9476.8	0	tax0=Hyphochytrium catenoides:9476.8;
scaffold2062_cov587	56459	0.4901	72	609.90788657	Hyphochytrium catenoides	9749.0	0	tax0=Hyphochytrium catenoides:9749.0;
scaffold9880_cov635	55486	0.5048	94	645.353679232	Hyphochytrium catenoides	8183.1	5	tax0=Hyphochytrium catenoides:8183.1|Phytophthora capsici:692.0|Myceliophthora thermophila:256.0|Koerneria sudhausi:187.0|Pseudodiplogasteroides sp. SB257:176.0|Rhabditoides inermis:171.0;
scaffold5415_cov570	55393	0.4977	62	596.154994488	Hyphochytrium catenoides	4190.0	0	tax0=Hyphochytrium catenoides:4190.0;
scaffold1604_cov542	55366	0.4947	174	568.698796927	Hyphochytrium catenoides	8935.5	10	tax0=Hyphochytrium catenoides:8935.5|Columba livia:1442.0|Falco cherrug:1440.0|Falco peregrinus:712.0|Oryza sativa:585.0|Vitis vinifera:327.0|Zea mays:250.0|Caenorhabditis elegans:165.0|Alligator sinensis:91.6|Phytophthora cinnamomi:87.9|Adenoides eludens:87.9;
scaffold1163_cov648	54994	0.5038	262	695.158079369	Hyphochytrium catenoides	17815.0	0	tax0=Hyphochytrium catenoides:17815.0;
scaffold245_cov527	54330	0.4934	772	574.563183838	Hyphochytrium catenoides	3528.0	0	tax0=Hyphochytrium catenoides:3528.0;
scaffold1051_cov556	54141	0.5035	0	577.162981844	Hyphochytrium catenoides	9702.0	0	tax0=Hyphochytrium catenoides:9702.0;
scaffold1776_cov609	54067	0.4992	31	602.64571767	Hyphochytrium catenoides	8732.0	0	tax0=Hyphochytrium catenoides:8732.0;
scaffold2711_cov585	53891	0.4937	0	580.374199774	Hyphochytrium catenoides	7990.5	0	tax0=Hyphochytrium catenoides:7990.5;
scaffold5243_cov611	53867	0.4996	224	623.490595231	Hyphochytrium catenoides	6419.6	3	tax0=Hyphochytrium catenoides:6419.6|Phytophthora infestans:252.0|Phytophthora parasitica:135.0|Trypanosoma brucei:113.0;
scaffold9246_cov591	53806	0.4941	3	596.398620895	Hyphochytrium catenoides	7485.0	0	tax0=Hyphochytrium catenoides:7485.0;
scaffold254_cov367	53692	0.4791	576	454.231079148	Hyphochytrium catenoides	7871.0	1	tax0=Hyphochytrium catenoides:7871.0|Sterkiella histriomuscorum:516.6;
scaffold796_cov641	53210	0.5011	59	933.937592896	Hyphochytrium catenoides	5376.0	1	tax0=Hyphochytrium catenoides:5376.0|Hyphochytrium-undef:110.0;
scaffold372_cov603	53086	0.5043	98	626.628349815	Hyphochytrium catenoides	18038.8	7	tax0=Hyphochytrium catenoides:18038.8|Ictidomys tridecemlineatus:300.0|Pongo abelii:290.0|Papio anubis:145.0|synthetic construct:139.0|Homo sapiens:126.0|Drosophila pseudoobscura:111.0|Drosophila persimilis:106.0;
scaffold4573_cov368	53065	0.4982	0	381.284029021	Hyphochytrium catenoides	1351.0	0	tax0=Hyphochytrium catenoides:1351.0;
scaffold5145_cov576	52912	0.5004	63	592.956101345	Hyphochytrium catenoides	13842.8	0	tax0=Hyphochytrium catenoides:13842.8;
scaffold1222_cov559	52888	0.4991	544	625.187566865	Hyphochytrium catenoides	10468.0	4	tax0=Hyphochytrium catenoides:10468.0|Solanum lycopersicum:631.0|Brassica rapa:221.0|Lotus japonicus:121.0|Medicago truncatula:106.0;
scaffold314_cov513	52434	0.4957	250	535.422677449	Hyphochytrium catenoides	7154.0	0	tax0=Hyphochytrium catenoides:7154.0;
scaffold1368_cov480	52423	0.5008	491	517.282946931	Hyphochytrium catenoides	11011.8	1	tax0=Hyphochytrium catenoides:11011.8|Lachancea thermotolerans:244.0;
scaffold41617_cov739	52388	0.4957	285	751.686044949	Hyphochytrium catenoides	15478.5	0	tax0=Hyphochytrium catenoides:15478.5;
scaffold1622_cov607	51949	0.5011	100	620.273216455	Hyphochytrium catenoides	2820.0	0	tax0=Hyphochytrium catenoides:2820.0;
scaffold462_cov573	51522	0.503	75	589.128384551	Hyphochytrium catenoides	11660.0	0	tax0=Hyphochytrium catenoides:11660.0;
scaffold41863_cov598	50991	0.5012	150	697.271768848	Hyphochytrium catenoides	11121.0	4	tax0=Hyphochytrium catenoides:11121.0|Oreochromis niloticus:216.0|Capsaspora owczarzaki:141.0|Maylandia zebra:108.0|Pundamilia nyererei:108.0;
scaffold421_cov554	50868	0.4939	262	592.381792673	Hyphochytrium catenoides	6091.0	0	tax0=Hyphochytrium catenoides:6091.0;
scaffold10918_cov631	50827	0.4932	637	619.953337318	Aphanomyces euteiches	256.0	0	tax0=Aphanomyces euteiches:256.0;
scaffold1638_cov568	50782	0.5073	133	607.970799029	Hyphochytrium catenoides	7817.3	0	tax0=Hyphochytrium catenoides:7817.3;
scaffold7879_cov575	50738	0.5055	517	632.456761116	Hyphochytrium catenoides	8221.0	5	tax0=Hyphochytrium catenoides:8221.0|Oryza sativa:958.0|Arabidopsis thaliana:396.0|Mus musculus:238.0|Rattus norvegicus:238.0|Phytophthora infestans:221.8;
scaffold42068_cov650	50628	0.4906	96	649.694292725	Hyphochytrium catenoides	2270.0	0	tax0=Hyphochytrium catenoides:2270.0;
scaffold1348_cov576	50453	0.4904	30	601.519247169	Hyphochytrium catenoides	16794.5	0	tax0=Hyphochytrium catenoides:16794.5;
scaffold223_cov567	50413	0.4965	63	585.101211519	Hyphochytrium catenoides	10896.0	11	tax0=Hyphochytrium catenoides:10896.0|Chlamydomonas reinhardtii:1046.0|Thalassiosira pseudonana:674.0|Cladophora coelothrix:523.0|Volvox carteri:490.0|Muraenesox cinereus:344.0|Aspergillus oryzae:261.0|Myceliophthora thermophila:228.0|Thielavia terrestris:224.0|Podospora anserina:207.0|Zygosaccharomyces bailii:165.0|Diaphorina citri:121.0;
scaffold502_cov453	49863	0.5004	0	495.14186872	Hyphochytrium catenoides	13977.0	0	tax0=Hyphochytrium catenoides:13977.0;
scaffold12106_cov538	49696	0.4941	538	572.18015379	Hyphochytrium catenoides	7289.0	0	tax0=Hyphochytrium catenoides:7289.0;
scaffold11616_cov613	49660	0.5099	0	620.89895288	Hyphochytrium catenoides	12341.0	0	tax0=Hyphochytrium catenoides:12341.0;
scaffold3287_cov596	49439	0.5016	200	622.09571681	Hyphochytrium catenoides	11230.0	0	tax0=Hyphochytrium catenoides:11230.0;
scaffold5918_cov612	49361	0.4916	60	624.981257987	Hyphochytrium catenoides	4876.0	1	tax0=Hyphochytrium catenoides:4876.0|Esox lucius:128.0;
scaffold141_cov467	49281	0.4973	378	563.022350367	Hyphochytrium catenoides	4473.0	0	tax0=Hyphochytrium catenoides:4473.0;
scaffold9298_cov639	49124	0.4942	65	618.914246112	Hyphochytrium catenoides	10036.0	0	tax0=Hyphochytrium catenoides:10036.0;
scaffold2302_cov713	49089	0.4945	251	718.493734387	Hyphochytrium catenoides	5145.6	0	tax0=Hyphochytrium catenoides:5145.6;
scaffold13871_cov571	49060	0.4991	102	639.021099718	Hyphochytrium catenoides	3517.9	0	tax0=Hyphochytrium catenoides:3517.9;
scaffold5215_cov644	48986	0.4985	120	632.577006508	Hyphochytrium catenoides	7230.0	0	tax0=Hyphochytrium catenoides:7230.0;
scaffold2505_cov409	48927	0.4795	236	478.267380009	Hyphochytrium catenoides	5957.0	0	tax0=Hyphochytrium catenoides:5957.0;
scaffold4352_cov612	48494	0.4889	0	608.507320493	Hyphochytrium catenoides	11040.5	0	tax0=Hyphochytrium catenoides:11040.5;
scaffold1316_cov361	48340	0.4956	573	426.924613227	Hyphochytrium catenoides	468.0	1	tax0=Hyphochytrium catenoides:468.0|Linum usitatissimum:246.0;
scaffold2673_cov572	48198	0.4937	132	613.319976699	Hyphochytrium catenoides	11360.6	0	tax0=Hyphochytrium catenoides:11360.6;
scaffold1781_cov517	48124	0.4994	113	1526.83155943	Hyphochytrium catenoides	4903.9	0	tax0=Hyphochytrium catenoides:4903.9;
scaffold7458_cov592	48094	0.5034	109	620.701073252	Hyphochytrium catenoides	8485.5	0	tax0=Hyphochytrium catenoides:8485.5;
scaffold5304_cov593	47982	0.4989	94	622.8608002	Hyphochytrium catenoides	9632.0	0	tax0=Hyphochytrium catenoides:9632.0;
scaffold2259_cov600	47973	0.5037	72	626.446587754	Hyphochytrium catenoides	6372.0	1	tax0=Hyphochytrium catenoides:6372.0|Phytophthora infestans:256.0;
scaffold1831_cov497	47953	0.4942	387	548.478366901	Hyphochytrium catenoides	3837.0	4	tax0=Hyphochytrium catenoides:3837.0|Arabidopsis thaliana:447.0|Eutrema salsugineum:180.0|Brassica rapa:104.0|Solanum lycopersicum:86.1;
scaffold290_cov536	47879	0.4992	152	577.391602238	Hyphochytrium catenoides	9913.0	0	tax0=Hyphochytrium catenoides:9913.0;
scaffold7369_cov591	47787	0.5023	75	591.720238095	Hyphochytrium catenoides	10364.0	8	tax0=Hyphochytrium catenoides:10364.0|Nematostella vectensis:183.2|Ovis aries:169.0|Microtus ochrogaster:167.0|Saimiri boliviensis:110.0|Myotis davidii:99.0|Myotis lucifugus:93.5|Myotis brandtii:93.5|Echinops telfairi:89.8;
scaffold5405_cov601	47744	0.4936	134	617.010417979	Hyphochytrium catenoides	9774.0	3	tax0=Hyphochytrium catenoides:9774.0|Branchiostoma floridae:463.0|Schizosaccharomyces japonicus:291.0|Batrachochytrium dendrobatidis:189.0;
scaffold2853_cov586	47664	0.4995	467	603.278216836	Hyphochytrium catenoides	6221.0	5	tax0=Hyphochytrium catenoides:6221.0|Micromonas sp. RCC299:3670.0|Bigelowiella natans:2539.0|Bodo saltans:1824.0|Micromonas pusilla:1216.0|Thaumatomonas seravini:981.0;
scaffold8644_cov654	47644	0.5022	99	659.403554527	Hyphochytrium catenoides	8397.0	3	tax0=Hyphochytrium catenoides:8397.0|Salpingoeca rosetta:246.0|Oryza sativa:193.0|Acanthamoeba castellanii:145.0;
scaffold12333_cov626	47532	0.5066	41	631.277842117	Hyphochytrium catenoides	11908.9	0	tax0=Hyphochytrium catenoides:11908.9;
scaffold591_cov702	47461	0.4913	167	715.453397894	Hyphochytrium catenoides	13514.0	0	tax0=Hyphochytrium catenoides:13514.0;
scaffold8747_cov597	47458	0.4953	36	594.347201721	Hyphochytrium catenoides	18612.0	0	tax0=Hyphochytrium catenoides:18612.0;
scaffold2007_cov550	47178	0.5001	36	594.89372534	Hyphochytrium catenoides	10160.8	4	tax0=Hyphochytrium catenoides:10160.8|Arabidopsis thaliana:723.0|Capsella rubella:167.0|Acanthamoeba castellanii:97.1|Parastagonospora nodorum:91.6;
scaffold4402_cov526	47050	0.4997	530	571.524548581	Hyphochytrium catenoides	10726.2	0	tax0=Hyphochytrium catenoides:10726.2;
scaffold1619_cov600	46999	0.5039	29	630.824739195	Hyphochytrium catenoides	8126.0	1	tax0=Hyphochytrium catenoides:8126.0|Melopsittacus undulatus:263.7;
scaffold2444_cov606	46988	0.504	2	652.301962287	Hyphochytrium catenoides	13468.1	0	tax0=Hyphochytrium catenoides:13468.1;
scaffold41886_cov606	46820	0.4937	49	741.78651301	Hyphochytrium catenoides	3467.8	0	tax0=Hyphochytrium catenoides:3467.8;
scaffold12539_cov393	46788	0.4966	47	486.344494127	Hyphochytrium catenoides	2376.0	0	tax0=Hyphochytrium catenoides:2376.0;
scaffold41615_cov563	46611	0.5039	116	666.293773524	Hyphochytrium catenoides	7972.0	0	tax0=Hyphochytrium catenoides:7972.0;
scaffold11380_cov605	46584	0.4951	35	582.058905669	Hyphochytrium catenoides	11426.0	0	tax0=Hyphochytrium catenoides:11426.0;
scaffold745_cov357	46516	0.4992	82	465.777856743	Hyphochytrium catenoides	9759.0	0	tax0=Hyphochytrium catenoides:9759.0;
scaffold1712_cov573	46284	0.5003	36	659.399130773	Hyphochytrium catenoides	359.0	0	tax0=Hyphochytrium catenoides:359.0;
scaffold370_cov787	46174	0.4899	124	782.39587405	Hyphochytrium catenoides	2593.0	0	tax0=Hyphochytrium catenoides:2593.0;
scaffold1004_cov583	46137	0.5009	71	598.820040811	Hyphochytrium catenoides	11578.0	0	tax0=Hyphochytrium catenoides:11578.0;
scaffold2031_cov647	45833	0.4973	108	652.381760525	Hyphochytrium catenoides	13697.3	0	tax0=Hyphochytrium catenoides:13697.3;
scaffold3193_cov650	45658	0.5019	185	661.359070217	Hyphochytrium catenoides	2423.0	0	tax0=Hyphochytrium catenoides:2423.0;
scaffold4089_cov589	45527	0.4985	31	593.420894145	Hyphochytrium catenoides	3957.0	1	tax0=Hyphochytrium catenoides:3957.0|Volvox carteri:128.0;
scaffold1178_cov541	45487	0.4918	235	565.441306462	Hyphochytrium catenoides	13927.0	0	tax0=Hyphochytrium catenoides:13927.0;
scaffold3070_cov543	45434	0.4996	53	579.456931315	Hyphochytrium catenoides	15577.0	1	tax0=Hyphochytrium catenoides:15577.0|Drosophila sechellia:87.9;
scaffold22843_cov603	45362	0.4886	154	592.338214475	Hyphochytrium catenoides	6874.0	0	tax0=Hyphochytrium catenoides:6874.0;
scaffold728_cov573	45244	0.498	55	590.670074576	Hyphochytrium catenoides	4785.0	0	tax0=Hyphochytrium catenoides:4785.0;
scaffold15770_cov599	45069	0.4927	26	600.647736607	Hyphochytrium catenoides	7896.0	0	tax0=Hyphochytrium catenoides:7896.0;
scaffold889_cov656	44982	0.4938	42	631.050578549	Hyphochytrium catenoides	16761.0	8	tax0=Hyphochytrium catenoides:16761.0|Cleistogenes songorica:411.0|Hordeum vulgare:361.0|Petunia x hybrida:357.0|Oryza rufipogon:300.0|Solanum lycopersicum:287.0|Caenorhabditis elegans:180.0|Candida dubliniensis:126.0|Paenibacillus polymyxa:86.1;
